Voices,Path
pathology,data/DataSets/Disorder Voices/1296.wav
pathology,data/DataSets/Disorder Voices/1297.wav
pathology,data/DataSets/Disorder Voices/1298.wav
pathology,data/DataSets/Disorder Voices/1299.wav
pathology,data/DataSets/Disorder Voices/13.wav
pathology,data/DataSets/Disorder Voices/130.wav
pathology,data/DataSets/Disorder Voices/1300.wav
pathology,data/DataSets/Disorder Voices/1301.wav
pathology,data/DataSets/Disorder Voices/1302.wav
pathology,data/DataSets/Disorder Voices/1303.wav
pathology,data/DataSets/Disorder Voices/1304.wav
pathology,data/DataSets/Disorder Voices/1305.wav
pathology,data/DataSets/Disorder Voices/1306.wav
pathology,data/DataSets/Disorder Voices/1307.wav
pathology,data/DataSets/Disorder Voices/1308.wav
pathology,data/DataSets/Disorder Voices/1309.wav
pathology,data/DataSets/Disorder Voices/131.wav
pathology,data/DataSets/Disorder Voices/1310.wav
pathology,data/DataSets/Disorder Voices/1311.wav
pathology,data/DataSets/Disorder Voices/1312.wav
pathology,data/DataSets/Disorder Voices/1313.wav
pathology,data/DataSets/Disorder Voices/1314.wav
pathology,data/DataSets/Disorder Voices/1315.wav
pathology,data/DataSets/Disorder Voices/1316.wav
pathology,data/DataSets/Disorder Voices/1317.wav
pathology,data/DataSets/Disorder Voices/1318.wav
pathology,data/DataSets/Disorder Voices/1319.wav
pathology,data/DataSets/Disorder Voices/132.wav
pathology,data/DataSets/Disorder Voices/1320.wav
pathology,data/DataSets/Disorder Voices/1321.wav
pathology,data/DataSets/Disorder Voices/1322.wav
pathology,data/DataSets/Disorder Voices/1323.wav
pathology,data/DataSets/Disorder Voices/1324.wav
pathology,data/DataSets/Disorder Voices/1325.wav
pathology,data/DataSets/Disorder Voices/1326.wav
pathology,data/DataSets/Disorder Voices/1327.wav
pathology,data/DataSets/Disorder Voices/1328.wav
pathology,data/DataSets/Disorder Voices/1329.wav
pathology,data/DataSets/Disorder Voices/133.wav
pathology,data/DataSets/Disorder Voices/1330.wav
pathology,data/DataSets/Disorder Voices/1331.wav
pathology,data/DataSets/Disorder Voices/1332.wav
pathology,data/DataSets/Disorder Voices/1333.wav
pathology,data/DataSets/Disorder Voices/1334.wav
pathology,data/DataSets/Disorder Voices/1335.wav
pathology,data/DataSets/Disorder Voices/1336.wav
pathology,data/DataSets/Disorder Voices/1337.wav
pathology,data/DataSets/Disorder Voices/1338.wav
pathology,data/DataSets/Disorder Voices/1339.wav
pathology,data/DataSets/Disorder Voices/134.wav
pathology,data/DataSets/Disorder Voices/1340.wav
pathology,data/DataSets/Disorder Voices/1341.wav
pathology,data/DataSets/Disorder Voices/1342.wav
pathology,data/DataSets/Disorder Voices/1343.wav
pathology,data/DataSets/Disorder Voices/1344.wav
pathology,data/DataSets/Disorder Voices/1345.wav
pathology,data/DataSets/Disorder Voices/1346.wav
pathology,data/DataSets/Disorder Voices/1347.wav
pathology,data/DataSets/Disorder Voices/1348.wav
pathology,data/DataSets/Disorder Voices/1349.wav
pathology,data/DataSets/Disorder Voices/135.wav
pathology,data/DataSets/Disorder Voices/1350.wav
pathology,data/DataSets/Disorder Voices/1351.wav
pathology,data/DataSets/Disorder Voices/1352.wav
pathology,data/DataSets/Disorder Voices/1353.wav
pathology,data/DataSets/Disorder Voices/1354.wav
pathology,data/DataSets/Disorder Voices/1355.wav
pathology,data/DataSets/Disorder Voices/1356.wav
pathology,data/DataSets/Disorder Voices/1357.wav
pathology,data/DataSets/Disorder Voices/1358.wav
pathology,data/DataSets/Disorder Voices/1359.wav
pathology,data/DataSets/Disorder Voices/136.wav
pathology,data/DataSets/Disorder Voices/1360.wav
pathology,data/DataSets/Disorder Voices/1361.wav
pathology,data/DataSets/Disorder Voices/1362.wav
pathology,data/DataSets/Disorder Voices/1363.wav
pathology,data/DataSets/Disorder Voices/1364.wav
pathology,data/DataSets/Disorder Voices/1365.wav
pathology,data/DataSets/Disorder Voices/1366.wav
pathology,data/DataSets/Disorder Voices/1367.wav
pathology,data/DataSets/Disorder Voices/1368.wav
pathology,data/DataSets/Disorder Voices/1369.wav
pathology,data/DataSets/Disorder Voices/137.wav
pathology,data/DataSets/Disorder Voices/1370.wav
pathology,data/DataSets/Disorder Voices/1371.wav
pathology,data/DataSets/Disorder Voices/1372.wav
pathology,data/DataSets/Disorder Voices/1373.wav
pathology,data/DataSets/Disorder Voices/1374.wav
pathology,data/DataSets/Disorder Voices/1375.wav
pathology,data/DataSets/Disorder Voices/1376.wav
pathology,data/DataSets/Disorder Voices/1377.wav
pathology,data/DataSets/Disorder Voices/1378.wav
pathology,data/DataSets/Disorder Voices/1379.wav
pathology,data/DataSets/Disorder Voices/138.wav
pathology,data/DataSets/Disorder Voices/1380.wav
pathology,data/DataSets/Disorder Voices/1381.wav
pathology,data/DataSets/Disorder Voices/1382.wav
pathology,data/DataSets/Disorder Voices/1383.wav
pathology,data/DataSets/Disorder Voices/1384.wav
pathology,data/DataSets/Disorder Voices/1385.wav
pathology,data/DataSets/Disorder Voices/1386.wav
pathology,data/DataSets/Disorder Voices/1387.wav
pathology,data/DataSets/Disorder Voices/1388.wav
pathology,data/DataSets/Disorder Voices/1389.wav
pathology,data/DataSets/Disorder Voices/139.wav
pathology,data/DataSets/Disorder Voices/1390.wav
pathology,data/DataSets/Disorder Voices/1391.wav
pathology,data/DataSets/Disorder Voices/1392.wav
pathology,data/DataSets/Disorder Voices/1393.wav
pathology,data/DataSets/Disorder Voices/1394.wav
pathology,data/DataSets/Disorder Voices/1395.wav
pathology,data/DataSets/Disorder Voices/1396.wav
pathology,data/DataSets/Disorder Voices/1397.wav
pathology,data/DataSets/Disorder Voices/1398.wav
pathology,data/DataSets/Disorder Voices/1399.wav
pathology,data/DataSets/Disorder Voices/14.wav
pathology,data/DataSets/Disorder Voices/140.wav
pathology,data/DataSets/Disorder Voices/1400.wav
pathology,data/DataSets/Disorder Voices/1401.wav
pathology,data/DataSets/Disorder Voices/1402.wav
pathology,data/DataSets/Disorder Voices/1403.wav
pathology,data/DataSets/Disorder Voices/1404.wav
pathology,data/DataSets/Disorder Voices/1405.wav
pathology,data/DataSets/Disorder Voices/1406.wav
pathology,data/DataSets/Disorder Voices/1407.wav
pathology,data/DataSets/Disorder Voices/1408.wav
pathology,data/DataSets/Disorder Voices/1409.wav
pathology,data/DataSets/Disorder Voices/141.wav
pathology,data/DataSets/Disorder Voices/1410.wav
pathology,data/DataSets/Disorder Voices/1411.wav
pathology,data/DataSets/Disorder Voices/1412.wav
pathology,data/DataSets/Disorder Voices/1413.wav
pathology,data/DataSets/Disorder Voices/1414.wav
pathology,data/DataSets/Disorder Voices/1415.wav
pathology,data/DataSets/Disorder Voices/1416.wav
pathology,data/DataSets/Disorder Voices/1417.wav
pathology,data/DataSets/Disorder Voices/1418.wav
pathology,data/DataSets/Disorder Voices/1419.wav
pathology,data/DataSets/Disorder Voices/142.wav
pathology,data/DataSets/Disorder Voices/1420.wav
pathology,data/DataSets/Disorder Voices/1421.wav
pathology,data/DataSets/Disorder Voices/1422.wav
pathology,data/DataSets/Disorder Voices/1423.wav
pathology,data/DataSets/Disorder Voices/1424.wav
pathology,data/DataSets/Disorder Voices/1425.wav
pathology,data/DataSets/Disorder Voices/1426.wav
pathology,data/DataSets/Disorder Voices/1427.wav
pathology,data/DataSets/Disorder Voices/1428.wav
pathology,data/DataSets/Disorder Voices/1429.wav
pathology,data/DataSets/Disorder Voices/143.wav
pathology,data/DataSets/Disorder Voices/1430.wav
pathology,data/DataSets/Disorder Voices/1431.wav
pathology,data/DataSets/Disorder Voices/1432.wav
pathology,data/DataSets/Disorder Voices/1433.wav
pathology,data/DataSets/Disorder Voices/1434.wav
pathology,data/DataSets/Disorder Voices/1435.wav
pathology,data/DataSets/Disorder Voices/1436.wav
pathology,data/DataSets/Disorder Voices/1437.wav
pathology,data/DataSets/Disorder Voices/1438.wav
pathology,data/DataSets/Disorder Voices/1439.wav
pathology,data/DataSets/Disorder Voices/144.wav
pathology,data/DataSets/Disorder Voices/1440.wav
pathology,data/DataSets/Disorder Voices/1441.wav
pathology,data/DataSets/Disorder Voices/1442.wav
pathology,data/DataSets/Disorder Voices/1443.wav
pathology,data/DataSets/Disorder Voices/1444.wav
pathology,data/DataSets/Disorder Voices/1445.wav
pathology,data/DataSets/Disorder Voices/1446.wav
pathology,data/DataSets/Disorder Voices/1447.wav
pathology,data/DataSets/Disorder Voices/1448.wav
pathology,data/DataSets/Disorder Voices/1449.wav
pathology,data/DataSets/Disorder Voices/145.wav
pathology,data/DataSets/Disorder Voices/1450.wav
pathology,data/DataSets/Disorder Voices/1451.wav
pathology,data/DataSets/Disorder Voices/1452.wav
pathology,data/DataSets/Disorder Voices/1453.wav
pathology,data/DataSets/Disorder Voices/1454.wav
pathology,data/DataSets/Disorder Voices/1455.wav
pathology,data/DataSets/Disorder Voices/1456.wav
pathology,data/DataSets/Disorder Voices/1457.wav
pathology,data/DataSets/Disorder Voices/1458.wav
pathology,data/DataSets/Disorder Voices/1459.wav
pathology,data/DataSets/Disorder Voices/146.wav
pathology,data/DataSets/Disorder Voices/1460.wav
pathology,data/DataSets/Disorder Voices/1461.wav
pathology,data/DataSets/Disorder Voices/1462.wav
pathology,data/DataSets/Disorder Voices/1463.wav
pathology,data/DataSets/Disorder Voices/1464.wav
pathology,data/DataSets/Disorder Voices/1465.wav
pathology,data/DataSets/Disorder Voices/1466.wav
pathology,data/DataSets/Disorder Voices/1467.wav
pathology,data/DataSets/Disorder Voices/1468.wav
pathology,data/DataSets/Disorder Voices/1469.wav
pathology,data/DataSets/Disorder Voices/147.wav
pathology,data/DataSets/Disorder Voices/1470.wav
pathology,data/DataSets/Disorder Voices/1471.wav
pathology,data/DataSets/Disorder Voices/1472.wav
pathology,data/DataSets/Disorder Voices/1473.wav
pathology,data/DataSets/Disorder Voices/1474.wav
pathology,data/DataSets/Disorder Voices/1475.wav
pathology,data/DataSets/Disorder Voices/1476.wav
pathology,data/DataSets/Disorder Voices/1477.wav
pathology,data/DataSets/Disorder Voices/1478.wav
pathology,data/DataSets/Disorder Voices/1479.wav
pathology,data/DataSets/Disorder Voices/148.wav
pathology,data/DataSets/Disorder Voices/1480.wav
pathology,data/DataSets/Disorder Voices/1481.wav
pathology,data/DataSets/Disorder Voices/1482.wav
pathology,data/DataSets/Disorder Voices/1483.wav
pathology,data/DataSets/Disorder Voices/1484.wav
pathology,data/DataSets/Disorder Voices/1485.wav
pathology,data/DataSets/Disorder Voices/1486.wav
pathology,data/DataSets/Disorder Voices/1487.wav
pathology,data/DataSets/Disorder Voices/1488.wav
pathology,data/DataSets/Disorder Voices/1489.wav
pathology,data/DataSets/Disorder Voices/149.wav
pathology,data/DataSets/Disorder Voices/1490.wav
pathology,data/DataSets/Disorder Voices/1491.wav
pathology,data/DataSets/Disorder Voices/1492.wav
pathology,data/DataSets/Disorder Voices/1493.wav
pathology,data/DataSets/Disorder Voices/1494.wav
pathology,data/DataSets/Disorder Voices/1495.wav
pathology,data/DataSets/Disorder Voices/1496.wav
pathology,data/DataSets/Disorder Voices/1497.wav
pathology,data/DataSets/Disorder Voices/1498.wav
pathology,data/DataSets/Disorder Voices/1499.wav
pathology,data/DataSets/Disorder Voices/15.wav
pathology,data/DataSets/Disorder Voices/150.wav
pathology,data/DataSets/Disorder Voices/1500.wav
pathology,data/DataSets/Disorder Voices/1501.wav
pathology,data/DataSets/Disorder Voices/1502.wav
